artTitle,llm_class
討論原來特斯拉輪胎裝反可開四個月才發現,使用者體驗
討論大改款大賣反觀大改款,使用者體驗
討論會打到哪些車,使用者體驗
新聞自動輔助駕駛致死美國司法首戰特斯拉勝,投訴方面
新聞特斯拉失控狂飆時速公里失事致死傷,新聞報導
心得購車駕駛心得,使用者體驗
問題二手特斯拉值得買嗎,使用者體驗
心得兩個月心得,產品性價格面
分享汰舊換新補助流程及補助金額,使用者體驗
心得鏽,使用者體驗
新聞不是特斯拉日本最熱賣電動車人人都買得起,使用者體驗
討論特斯拉真的能做出自動駕駛嗎,使用者體驗
討論特斯拉真的能做出自動駕駛嗎,使用者體驗
討論特斯拉真的能做出自動駕駛嗎,使用者體驗
討論特斯拉真的能做出自動駕駛嗎,使用者體驗
討論特斯拉升降桿易脫落砸破玻璃可出保固嗎,安全性能面
討論純論兩個品牌的缺點,使用者體驗
電車年月份臺灣電動車銷售排名,使用者體驗
心得為什麼不買特斯拉,使用者體驗
電車有人夢到後驅價格,產品性價格面
新聞性能風格延伸內裝運動型座椅曝光,使用者體驗
心得台中公有充電站疑似有碰瓷黨,投訴方面、產品性價格面、安全性能面、使用者體驗
問題美國車廠的生產成本偏高主因是工會,產品性價格面
新聞研發主管開什麼車上班答案是,使用者體驗
新聞國內半導體業者持續深耕具發展潛力的車,投訴方面
討論營業車電池只撐萬英里,使用者體驗
新聞特斯拉和比亞迪持續獲利傳統汽車商卻在,
電車訂單滿手對打價格戰沒興趣,產品性價格面
新聞特斯拉國道不明物滾過來車主沒,安全性能面
新聞日本電動車充電站荒平均人共用一台難推廣,使用者體驗
討論原廠魚眼太刺眼了吧,使用者體驗
問題大家覺得年式跟賣的的完,產品性價格面
新聞妻坐別人醋夫開特斯拉連撞,使用者體驗
新聞用特斯拉開一年半萬公里結果電池掛點花萬,使用者體驗
新聞用特斯拉開一年半萬公里結果電池掛點,使用者體驗
分享特斯拉中國煥新版開箱,使用者體驗、產品性價格面、安全性能面、外觀設計
討論會開著新車去加油站洗車嗎,使用者體驗
電車特斯拉車主分享萬維持續航,使用者體驗
討論性能油車一桶油可行駛里程高嗎,使用者體驗
討論不覺得馬力抽稅很蠢嗎,產品性價格面
新聞台灣景氣這麼好他驚見滿街都是雙,使用者體驗
電車動能回收對續航的影響,使用者體驗
討論性能油車常大腳的油耗其實不錯,產品性價格面
問題電動車使用碳刷馬達壽命較低問題,使用者體驗
電車動能回收對續航的影響,使用者體驗
問題現在換適合嗎,使用者體驗
新聞台灣景氣這麼好他驚見滿街都是雙,使用者體驗
新聞特斯拉全新皮卡祭年內禁,投訴方面
討論今年荷蘭電動車銷量下滑,產品性價格面和安全性能面
討論與的抉擇,使用者體驗與產品性價格面
新聞馬斯克無論和平或武力兩岸會統,投訴方面
問題這款磁吸快充車架好用嗎,使用者體驗
問題有電子手煞車比較安靜的車款嗎,使用者體驗
問題開山路不踩煞車會有味道,安全性能面
新聞誇張出租輛特斯拉賺外快新北兩消防員,投訴方面、產品性價格面、安全性能面、使用者體驗
情報能源局電耗出爐,使用者體驗
討論電動車的成本到底是高還是低啊,產品性價格面
市調汽車市場研究活動車馬費元,使用者體驗
新聞蹦轎車計程車對撞四輪朝天男戴電子,安全性能面
新聞新電池可能讓成本砍一半將與特斯,使用者體驗
新聞中壢國道號車連環撞轎車全毀人傷,安全性能面
問題在中線被大學長逼車,使用者體驗
討論大家開這麼快不擔心油耗嗎,使用者體驗
新聞特斯拉是相關技術的領頭羊年將帶,產品性價格面
問題家裡沒充電樁買特斯拉的在想啥,使用者體驗
問題家裡沒充電樁買特斯拉的在想啥,產品性價格面
新聞秒玩命片北宜飆速跨雙黃甩尾,使用者體驗
問題家裡沒充電樁買特斯拉的在想啥,使用者體驗
問題家裡沒充電樁買特斯拉的在想啥,使用者體驗
討論問打方向燈時機,使用者體驗
新聞年全球最佳品牌排行榜打敗雙成為汽車最佳品,產品性價格面
新聞台灣國產電動車的黎明要來了納智捷,**使用者體驗**
新聞國道逼車急煞肇逃歲童噴飛亡,投訴方面
電車原廠認證中古車開價是嗑了什麼,產品性價格面
電車特斯拉租車心得及出租,使用者體驗
分享給仔的一堂課撞上緩撞車要賠多少錢,安全性能面
新聞馬斯克大罵瘋了瑞典郵政不寄車牌特斯拉,投訴方面
新聞女駕駛倒車撞斷特斯拉充電樁網笑,使用者體驗
討論年薪兩百多萬還會選嗎,使用者體驗
討論開什麼牌的車最讓女孩反感,使用者體驗
新聞年電動車電池價格將比年還下跌,產品性價格面
新聞十大電動車充電速度最快車款,使用者體驗
電車特斯拉夜間自動駕駛度轉彎,使用者體驗
討論你特自動駕駛人可以不用在車上嗎,使用者體驗
新聞強打多品牌中華車導入,使用者體驗
新聞馬斯克大罵瘋了瑞典郵政不寄車牌特斯拉,投訴方面
新聞獨家國道特斯拉疑開自駕解除偏移,安全性能面
電車特斯拉購買求救,投訴方面
新聞福斯汽車執行長坦承本公司已無競爭力確認將裁員與降低開銷,投訴方面
新聞特斯拉全自動輔助駕駛迎來重大變革,產品性價格面
討論歐洲汽車銷售相關數據,產品性價格面
電車福特電動野馬也逃不開修的痛快宿命嗎,使用者體驗
新聞消費者報告電動車沒燃油車可靠油電車獲得高評價,使用者體驗
討論歐洲汽車銷售相關數據,沒有相關信息，無法進行分類。
分享上架,使用者體驗
新聞停車場內暴衝電動車撞保全站人送醫,安全性能面
新聞馬自達執行長除特斯拉外看不出來電,使用者體驗
分享上架,使用者體驗
討論特斯拉起步加速,使用者體驗
新聞小米和華為進軍電動車市場可能成為蘋果電,產品性價格面
情報年月台灣汽車銷售報告,使用者體驗
心得我真的恨死人人有電充群組了,使用者體驗
電車慶記之都神車出現了,使用者體驗
討論有五年以上的特斯拉車主分享嗎,使用者體驗
討論有五年以上的特斯拉車主分享嗎,使用者體驗
電車新的充電方式,產品性價格面
討論有五年以上的特斯拉車主分享嗎,安全性能面
討論有五年以上的特斯拉車主分享嗎,使用者體驗
問題特斯拉被仇富,使用者體驗
電車拉著一台跑贏,使用者體驗
問題特斯拉被仇富,使用者體驗
討論相信論壇業務不信特斯拉使用者推薦,使用者體驗
新聞美國消費者報告電動車不如傳統汽車可,使用者體驗
分享中寮隧道特斯拉又出包了,安全性能面
討論都裝馬達為什麼油電車的性能差,使用者體驗
討論大家碰過哪個牌子的新車業務最盧,使用者體驗
新聞沒充電站特斯拉車主從住家樓拉電線台,配套方面
問題為什麼特斯拉不會被抵制,使用者體驗
討論都裝馬達為什麼油電車的性能差,使用者體驗
問題為什麼特斯拉不會被抵制,使用者體驗
問題為什麼特斯拉不會被抵制,使用者體驗
新聞馬斯克表示和中國車將成為,"
- 投訴方面：服務差、態度不好
- 物流方面：電動車等貨待久
- 配套方面：充電樁數量、維修站數量
- 產品性價格面：便宜、划算、昂貴
- 安全性能面：電動車過熱、火燒車、爆炸、暴衝、失控
- 使用者體驗：品質公差、電池低溫耗電快"
討論有五年以上的特斯拉車主分享嗎,使用者體驗
新聞年車單出爐,使用者體驗
問車考慮到續航力和充電站第一首選的休旅車,使用者體驗
討論國產想換到米漿內心的天人交戰,使用者體驗
新聞隨著成本不斷飆升即使是電動車電池工廠,使用者體驗
問題充電優先車位油車能不能停,使用者體驗
新聞特斯拉中國製電動車月銷量暴跌,投訴方面
新聞特斯拉中國製電動車月銷量暴跌,使用者體驗
情報電動車更換零件數是燃油車倍,產品性價格面
討論預算內的自用車請益,使用者體驗
新聞年車單出爐,使用者體驗
新聞打臉馬斯克嘲諷的說法油電車銷量暴漲擠壓,產品性價格面
新聞與尬車影片被網友踢爆,產品性價格面
新聞打臉馬斯克嘲諷的說法油電車銷量暴漲,產品性價格面與使用者體驗
新聞打臉馬斯克嘲諷的說法油電車銷量暴漲,使用者體驗
心得萬公里心得,投訴方面
新聞打臉馬斯克嘲諷的說法油電車銷量暴漲,使用者體驗
新聞特斯拉暴減日本月銷量陷萎縮創年來新低,投訴方面
情報華為奇瑞智界初曉敏路試,使用者體驗
討論為什麼特斯拉會這樣自己整片掉漆,使用者體驗
情報吃完飯見特斯拉窗裂男疑無外力,安全性能面
情報吃完飯見特斯拉窗裂男疑無外力,安全性能面
問題八年的電車可以買嗎,使用者體驗
心得後座怎跟船一樣,使用者體驗
新聞美國近家汽車經銷商呼籲美國總統拜,投訴方面
新聞市調機構油電車成新寵電動車銷售速度緩慢,產品性價格面
市調汽車市場研究活動車馬費元,產品性價格面
新聞隨著成本不斷飆升即使是電動車電池工廠,使用者體驗
問題買新車時會把音響列入重要考慮嗎,使用者體驗
新聞半夜驚覺特斯拉遭堆高機移到路中,投訴方面、物流方面、配套方面、產品性價格面、安全性能面、使用者體驗
新聞半夜驚覺特斯拉遭堆高機移到路中,安全性能面
新聞半夜驚覺特斯拉遭堆高機移到路中,使用者體驗
心得與看車心得,投訴方面
新聞半夜驚覺特斯拉遭堆高機移到路中,產品性價格面
新聞半夜驚覺特斯拉遭堆高機移到路中,投訴方面
新聞年電動車市場的三大預,產品性價格面
新聞年電動車市場的三大預,使用者體驗
新聞特斯拉車禍頻傳疑自駕最新版本有缺陷,安全性能面
討論台灣保時捷到底生出來了沒,產品性價格面
情報特斯拉車主分享各種頭痛問題,"
- 投訴方面：服務差、態度不好
- 物流方面：輪胎磨損高
- 配套方面：充電樁數量、車門問題
- 產品性價格面：昂貴
- 安全性能面：超車問題、續航里程變化
- 使用者體驗：品質公差、電池低溫耗電快"
情報需要福特皮卡拖救的特斯拉,使用者體驗
新聞印尼計畫放寬電動汽車進口稅收規定以,產品性價格面
情報需要福特皮卡拖救的特斯拉,使用者體驗
新聞特斯拉申請召修萬輛汽車更新自動輔助,安全性能面
新聞特斯拉申請召修萬輛汽車更新自動輔助,使用者體驗
新聞特斯拉申請召修萬輛汽車更新自動輔助,使用者體驗
扯特斯拉新車交車車身有刮痕擋風玻璃裂,使用者體驗
新聞接小孩搶車位台中婦人遭特斯拉車主暴打,投訴方面
新聞養車費用實在不划算跨國租車公司開始,產品性價格面
分享平常是汽車塞車變機車猛撞特斯拉,安全性能面與使用者體驗
新聞正式登陸台灣家用儲能,產品性價格面
討論台灣保時捷到底生出來了沒,投訴方面
新聞輔助駕駛可能遭濫用逾萬輛特斯拉,使用者體驗
新聞全新世代傲然上,使用者體驗
轉錄廢掉中國車進來你真的,使用者體驗
情報號稱要拿下台灣六成電動車市場的,投訴方面
新聞輔助駕駛可能遭濫用逾萬輛特斯拉,安全性能面
情報加油站驚見特斯拉眾人驚訝內行揭原因沒,產品性價格面
新聞續航預期公里萬有找,產品性價格面
情報號稱要拿下台灣六成電動車市場的,使用者體驗
問題充電樁更換與社區管委會的疑問,配套方面
新聞年大最可靠汽車出爐特斯拉,投訴方面
問題特斯拉車主好奇怪喔,使用者體驗
討論為什麼電玩模型幾乎沒有特斯拉,使用者體驗
情報納智捷員工開著到特斯拉超充想充電,產品性價格面
情報納智捷員工開著到特斯拉超充想充電,使用者體驗
情報納智捷員工開著到特斯拉超充想充電,使用者體驗
新聞特斯拉車管嚴更新軟體開違規次,使用者體驗
情報納智捷員工開著到特斯拉超充想充電,安全性能面
分享集團宣布加入特斯拉充電樁標準,產品性價格面
分享集團宣布加入特斯拉充電樁標準,產品性價格面
分享集團宣布加入特斯拉充電樁標準,使用者體驗
新聞特斯拉車管嚴更新軟體開違規次,使用者體驗
新聞特斯拉車管嚴更新軟體開違規,使用者體驗
新聞美研究特斯拉駕駛事故率最高駕駛酒,安全性能面
問題特斯拉和阿斯拉有關係嗎,使用者體驗
心得這次回原廠拿飲料拿爽了,使用者體驗
討論會打到哪些車,使用者體驗
新聞美研究特斯拉駕駛事故率最高駕駛酒,使用者體驗
討論台灣現有的四驅電動車選擇,使用者體驗
分享車子更新失敗怎麼辦,使用者體驗
新聞馬斯克為了市場捨棄台灣老友,使用者體驗
討論豐田還在搞笑賣氫能車不怕被電車淘汰,產品性價格面與安全性能面
討論路透特斯拉早知零件有瑕疵卻把責任推,安全性能面
新聞電動車二手市場賣不動連帶影響新車銷售,使用者體驗
電車高傳真停車輔助,使用者體驗
電車特斯拉一年一度耶誕大禮包,使用者體驗
問題特斯拉的輪框比一般車更寬是為了操控,使用者體驗
心得從到,使用者體驗
市調汽車市場研究活動車馬費元,產品性價格面
問題中國車怎麼崛起的台灣可以複製嗎,使用者體驗
新聞特斯拉車管嚴更新軟體開違規,使用者體驗
問題為什麼特斯拉柱都有個洞,使用者體驗
新聞年召回次數最多車廠揭曉發言人,使用者體驗
新聞碰撞後車門恐解鎖打開特斯拉召回萬輛車,安全性能面
心得休旅車試乘個人心得分享,使用者體驗
新聞美國調查最易發生事故率汽車品牌與高居前三名,安全性能面
問題台灣買車的觀念好像落後世界潮流,使用者體驗
新聞值得關注的年電動車市場的個趨勢和,
新聞年刪減受測車輛剩一半,使用者體驗
問題中國車怎麼崛起的台灣可以複製嗎,市場分析與政策方面
問題中國車怎麼崛起的台灣可以複製嗎,歷史與政策方面
新聞明年政府測試車型交通部鼓勵業,安全性能面
心得南港電車胎心得,使用者體驗
新聞欲速則不達老闆貶低現行內燃機引擎是不對的,產品性價格面與使用者體驗
問車會有長里程多公里的改款嗎,產品性價格面
新聞特斯拉爆機器人插入工程師爆血,安全性能面
問題電動車的起步根本鬼之外掛的存在,使用者體驗
新聞裕隆納智捷電動車要賣贏特斯拉法人,產品性價格面
問題電動車的起步根本鬼之外掛的存在,使用者體驗
情報可能是第一撞,使用者體驗
問題汽車重量輕有很重要嗎,使用者體驗
問題經營電車充電站有辦法營利嗎,使用者體驗
問題經營電車充電站有辦法營利嗎,產品性價格面
問題眼睛太小不能開特斯拉怎麼辦,使用者體驗
問題眼睛太小不能開特斯拉怎麼辦,使用者體驗
情報特斯拉有床蝨整船遭澳洲勒令回航,安全性能面
市調汽車市場研究活動車馬費元,投訴方面
